"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"года змеи",3000,1900,1900,2300,"Anywhere","",0,"",-68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,1300,1300,1000,1000,1000,1000,1000,1000,1300,1600,2400,1900,1000,1000,1000,1300,1300,1300,1300,1300,1600,1900,3600,2900,1900,1600,1600,1600,1300,1600,1900,2400,4400,8100,27100,14800,2900,1900,1600,1600,1600,1600,1600,1300,1600,1900,3600
"года крысы",9400,8600,9300,12000,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18100,9900,8100,8100,8100,8100,8100,9900,8100,9900,12100,27100,18100,8100,8100,9900,8100,8100,9900,9900,8100,12100,14800,27100,18100,12100,9900,9900,9900,8100,9900,9900,8100,12100,14800,27100,18100,9900,8100,8100,6600,6600,6600,6600,6600,8100,9900,18100
"годы по китайскому календарю",4600,4200,5400,7700,"Anywhere","",0,"",-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8100,3600,2400,2400,2400,2400,2400,2900,2900,3600,5400,12100,8100,2900,2900,2900,2900,2900,2900,2900,2900,4400,6600,14800,9900,5400,3600,2900,2900,2900,2900,2900,2900,5400,8100,18100,9900,3600,2900,2400,2400,2400,2900,3600,2900,4400,6600,12100
"гороскоп 1 1",6300,6100,5800,5400,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6600,5400,1300,2900,3600,4400,5400,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,6600,6600,6600,6600,6600,8100,8100,8100,8100,8100,8100,8100,6600,6600,6600,6600,6600,6600,6600,8100,6600,6600,6600,6600,6600,6600,6600,5400,5400,5400,5400
"гороскоп 1 1 2022 на сьогодні",10,10,,,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",30,110,20,170,210,320,320,480,590,480,590,720,320,320,210,260,170,140,90,70,50,50,50,50,70,30,20,30,20,20,10,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0
"гороскоп 10 ноября",70,70,130,250,"Anywhere","",0,"",213,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,20,20,10,20,20,10,20,10,20,3600,20,40,30,20,30,20,10,20,20,30,20,480,30,20,10,10,10,10,20,20,10,10,20,210,20,10,10,20,20,10,10,10,10,10,20,720,20
"гороскоп 1000",240,240,220,240,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,390,590,480,480,480,480,390,480,390,390,390,320,320,320,320,260,320,320,320,320,320,320,320,320,260,260,320,320,320,320,260,320,320,260,260,260,320,320,260,210,170,210,210,210,260,260
"гороскоп 10001",340,330,350,340,"Anywhere","",0,"",13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,390,390,390,480,390,390,320,320,390,320,320,320,320,170,210,170,210,140,140,210,260,210,210,140,140,170,210,210,260,260,260,320,390,390,390,320,320,320,320,320,320,390,390,390,320,320
"гороскоп 1001",40700,39900,38000,35500,"Anywhere","",0,"",-23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60500","60500","60500","49500","49500","40500","49500","40500","40500","40500","40500","40500","40500","33100","40500","33100","33100","33100","49500","60500","49500","90500","110000","",90500,74000,74000,74000,90500,74000,74000,74000,74000,74000,74000,74000,74000,60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,49500,49500,49500,40500,49500,40500,40500,40500,40500,40500,40500,40500,33100,33100
"гороскоп 1001 весы",360,360,330,300,"Anywhere","",0,"",-6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,590,480,390,480,390,390,390,390,480,480,480,480,390,390,480,590,320,390,390,390,320,320,320,320,320,390,390,390,260,320,320,320,390,390,390,320,320,390,390,480,480,320,390,390,320,320,260
"гороскоп 1001 водолей",500,510,480,480,"Anywhere","",0,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,480,390,390,390,390,390,390,390,480,390,480,390,590,480,480,390,390,320,390,480,390,390,480,390,480,390,390,480,480,480,480,480,480,390,590,590,590,590,480,480,480,480,480,480
"гороскоп 1001 дева",510,510,460,450,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,720,880,880,880,1300,1000,880,1000,1000,880,880,1000,720,880,880,590,720,590,720,880,720,720,720,720,880,720,720,590,590,720,590,590,590,590,590,590,590,590,590,480,480,480,480,480,480,390
"гороскоп 1001 козерог",500,480,430,390,"Anywhere","",0,"",-56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,1000,1000,880,1000,1300,1300,1300,1300,1300,1600,1300,1300,1000,1000,1000,1300,1000,1000,880,880,1000,880,880,1000,880,1000,880,1000,880,1000,1000,1000,1000,880,720,720,590,590,480,590,480,480,480,480,390,390,390
"гороскоп 1001 лев",570,560,510,480,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,880,880,880,880,880,880,720,720,720,880,880,720,590,720,720,720,720,720,720,720,720,590,590,720,720,720,590,720,720,720,590,720,720,720,720,720,590,720,590,590,590,590,590,480,480,480,480
"гороскоп 1001 на сегодня",980,970,960,960,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,1900,1900,1900,1900,1300,1600,1900,1600,1900,1300,1300,1600,1300,1300,1000,1300,1000,1300,1300,1300,1600,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1600,1600,1000,1000,1000,1000,1000,1000,1000,1000,880,1000,1000,1000,1000,880
"гороскоп 1001 овен",580,570,510,480,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,880,720,720,720,720,880,880,720,720,720,720,590,590,880,720,720,720,720,720,720,720,720,720,590,720,720,590,590,720,480,480,590,720,880,720,720,590,590,720,720,590,590,480,590,480,480,480
"гороскоп 1001 рак",590,580,530,550,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,720,720,720,590,480,480,590,590,590,720,720,720,720,720,590,590,480,480,590,480,590,590,720,720,590,590,590,720,720,590,590,720,720,720,590,720,590,720,720,590,590,480,480,590,590,590,480
"гороскоп 1001 скорпион",320,320,320,320,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,590,590,590,590,590,590,590,590,590,590,480,480,480,480,480,480,590,590,480,590,590,590,590,480,480,480,480,320,320,390,390,480,480,390,390,320,320,320,320,320,260,320,390,320,320,320
"гороскоп 1001 телец",790,790,720,670,"Anywhere","",0,"",-6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,880,880,880,880,720,720,720,880,720,720,720,720,590,720,880,720,880,720,720,720,720,720,720,880,720,720,720,720,720,880,880,720,720,720,880,880,720,1000,880,880,880,880,720,720,720,590,720
"гороскоп 101",640,630,590,550,"Anywhere","",0,"",-23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1600,1000,1000,880,880,880,880,880,880,720,880,880,880,720,720,720,880,720,720,720,720,720,720,880,880,720,880,880,720,720,720,720,720,720,720,720,720,720,720,590,720,720,720,590,590,590,480,590
"гороскоп 2022",30,30,30,30,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27100,5400,5400,4400,3600,3600,2900,2400,2400,2400,1900,1900,720,210,170,110,90,90,90,70,110,110,70,140,110,70,50,40,40,40,20,40,40,40,50,50,50,40,30,30,20,20,30,40,30,20,30,40
"гороскоп 2022 близнецы",10,10,10,10,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,720,590,480,480,320,320,320,320,320,320,320,110,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,10,0,0,10,0,10,0,0,0,0,10,0,0
"гороскоп 2022 год",20,20,30,50,"Anywhere","",0,"",60,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,1000,720,720,880,720,720,720,720,590,590,720,210,30,20,20,20,20,30,40,40,30,50,70,40,20,20,20,30,20,10,20,20,10,20,10,10,10,10,10,10,10,10,10,20,20,40,90
"гороскоп 2022 скорпион",10,10,,,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,590,480,480,390,390,320,390,260,260,170,170,70,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
"гороскоп 2023",40,40,40,50,"Anywhere","",0,"",-57,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",210,90,140,210,390,590,720,1600,3600,8100,14800,33100,22200,5400,4400,3600,2900,2400,2400,1900,9900,2900,2900,2400,880,260,170,90,90,70,70,70,70,90,70,140,90,40,50,40,50,30,30,40,20,40,40,70
"гороскоп 2023 близнецы",10,10,10,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,20,50,40,110,210,320,880,1300,2400,1900,590,320,320,320,260,320,210,260,170,140,210,70,20,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,0,0,0,0,0
"гороскоп 2023 весы",10,10,10,10,"Anywhere","",,"",-67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,10,30,30,50,140,210,480,880,1600,1600,480,320,260,210,260,260,170,140,140,110,170,50,20,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,0,10,0,0
"гороскоп 2023 водолей",10,10,10,10,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,10,20,30,30,40,90,110,320,590,1000,1900,1600,390,320,210,260,210,210,170,110,170,110,110,70,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,10,0,10
"гороскоп 2023 год",10,10,10,10,"Anywhere","",0,"",-50,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",90,70,90,90,90,140,210,390,1000,1600,3600,12100,3600,1000,590,480,320,320,390,320,480,480,320,390,70,10,20,10,20,30,20,10,20,10,30,30,10,10,10,10,10,10,10,20,10,10,10,10
"гороскоп 2023 дева",10,10,10,10,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40,10,10,50,50,70,90,210,260,590,1000,1900,1300,390,260,210,170,140,210,110,110,110,110,140,50,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,10,0,10,10,0
"гороскоп 2023 козерог",10,10,10,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,0,10,10,40,50,110,170,320,720,1000,1900,1900,480,390,260,260,210,210,210,140,140,170,170,50,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,10,10,10,0,0,0,0,0
"гороскоп 2023 лев",10,10,10,10,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,20,10,40,40,70,110,170,390,720,1600,2400,1900,480,320,320,210,210,210,170,170,140,140,170,50,20,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10
"гороскоп 2023 овен",10,10,10,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,10,10,10,20,30,50,90,170,480,880,1900,1300,390,260,170,210,170,170,170,140,140,170,140,50,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,0,0,0,0
"гороскоп 2023 рак",10,10,10,10,"Anywhere","",0,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40,10,10,30,40,70,110,140,320,720,1000,1900,1900,480,390,260,320,260,210,210,170,210,140,140,40,10,10,10,10,0,10,10,10,0,10,10,10,10,10,0,10,0,0,0,0,0,0,10
"гороскоп 2023 ру",10,10,10,10,"Anywhere","",,"",-67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,3600,2900,1300,1300,1600,1300,880,320,260,90,90,70,70,20,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,0,0,0,0,10,0
"гороскоп 2023 рыбы",10,10,,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,10,30,40,70,110,260,480,880,1600,1300,320,260,260,210,140,110,170,110,110,90,110,50,10,10,10,10,10,10,0,10,10,0,10,10,10,0,10,0,10,0,0,0,0,0,0
"гороскоп 2023 скорпион",10,10,10,10,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,10,10,30,70,110,110,170,390,720,1000,2400,1900,720,720,390,320,320,260,210,260,210,170,210,70,30,20,10,20,10,0,10,0,10,10,10,10,10,0,10,10,0,0,0,0,10,10,0
"гороскоп 2023 стрелец",10,10,10,10,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,30,30,30,30,50,70,170,260,390,720,1600,1300,260,210,210,210,140,110,140,110,110,110,110,40,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,0,0,0,0,10,10,0
"гороскоп 2023 телец",10,10,10,10,"Anywhere","",,"",-50,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,10,20,40,50,140,260,720,1000,2400,1900,480,320,260,260,170,260,210,170,170,140,140,50,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,0,10,0,0,0,0,10,0
"гороскоп 24",200,190,170,180,"Anywhere","",0,"",-6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900,1600,320,140,170,110,320,590,480,590,590,480,390,390,390,320,210,170,170,170,210,170,320,590,480,390,480,480,480,320,390,210,170,210,260,320,260,210,260,260,210,170,170,170,170,260,170,110
"гороскоп 365",6600,6600,6600,6600,"Anywhere","",0,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4400,3600,4400,4400,5400,5400,5400,5400,5400,6600,5400,5400,6600,5400,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,8100,6600,8100,6600,6600,6600,6600,6600,6600,6600,6600,8100,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
"гороскоп 365 весы на завтра",810,820,890,1000,"Anywhere","",0,"",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40,70,50,50,110,110,210,390,480,480,720,720,880,1000,880,880,1000,1000,880,880,720,880,1000,1000,1000,880,1000,1000,880,880,480,590,720,880,880,720,720,720,880,720,720,720,720,720,720,880,1000,1300
"гороскоп 5 канал",2100,2100,1800,1700,"Anywhere","",0,"",-47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8100","8100","8100","6600","6600","8100","8100","8100","9900","9900","9900","9900","9900","8100","9900","9900","9900","9900","9900","9900","9900","9900","9900","",8100,8100,9900,9900,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,6600,6600,6600,6600,6600,6600,5400,5400,5400,5400,5400,4400,4400,4400,4400,3600,3600,3600,3600,3600,2900,2900,2400,2400,2900,2400,2400,2400,2400,1900,1900,1900,1600,1600
"гороскоп mail ru",2400,2400,2400,2500,"Anywhere","",0,"",15,"","","","","","","","","","","5400","5400","6600","6600","5400","6600","5400","6600","6600","6600","6600","6600","6600","","","","","","","","","","","","","","","","","","8100","8100","8100","6600","6600","6600","9900","9900","9900","9900","8100","8100","8100","8100","8100","8100","8100","8100","","","","","","","","","","","","","","","","","","","","","","","","","","","",4400,3600,3600,3600,3600,2900,3600,3600,3600,3600,2900,2900,3600,2400,2900,2900,2900,2400,2900,2400,2400,2900,2900,2400,2400,2400,2400,1900,1900,1900,1900,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,2400,2400
"гороскоп mail ru водолей",400,390,360,390,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,390,480,480,480,590,480,390,590,480,480,590,480,480,390,390,390,480,480,480,480,480,480,480,590,480,480,390,390,480,390,390,480,480,480,480,480,480,390,390,390,320,390,320,390,390,390
"гороскоп mail ru дева",220,220,180,170,"Anywhere","",0,"",-53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,320,320,320,320,390,390,320,320,320,390,390,390,390,390,390,320,320,320,320,260,320,320,320,320,480,390,480,480,390,390,390,390,390,390,320,320,320,210,260,210,210,170,210,170,170,170
"гороскоп август",390,390,510,210,"Anywhere","",0,"",-25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","320","390","320","390","1600","2900","320","390","480","480","480","390","390","480","480","480","1300","","","","","","","","","","","","","","","","","",320,210,260,210,210,260,1600,1300,210,210,210,260,260,210,210,210,210,260,880,1000,260,260,320,320,320,210,210,210,260,260,1600,1900,260,210,260,320,320,260,260,260,260,210,1000,1300,170,170,210,260
"гороскоп август 2022",10,10,10,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,20,30,30,70,210,3600,3600,170,90,70,30,10,10,10,0,10,10,10,10,10,0,10,10,0,0,10,0,0,0,10,10,0,10,0,0,10,10,0,10,10,10,10,10,0,0,0,0
"гороскоп апрель",1000,1100,300,320,"Anywhere","",0,"",-6,"","","","","","","","","","","260","260","260","320","320","1000","1300","210","210","210","320","320","260","","","","","","","","","","","","","","","","","","2400","390","390","590","590","390","480","590","720","720","590","1900","1900","480","480","590","590","390","590","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,1300,1900,390,320,390,390,320,390,390,320,480,320,1300,1600,320,320,320,390,320,260,320,390,390,390,1300,1900,320,320,390,320,320,320,320,320,390,390,2900,6600,260,260,260,320,260,320,320,320
"гороскоп апрель 2022",10,10,10,,"Anywhere","",,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",90,210,3600,3600,110,90,70,30,30,40,20,20,10,10,20,10,10,10,10,10,10,0,0,10,0,10,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
"гороскоп астроскоп",730,730,770,720,"Anywhere","",0,"",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,1000,880,880,720,720,880,880,880,880,880,880,720,720,880,880,880,720,720,590,720,720,720,880,720,720,720,720,720,880,880,720,720,720,720,720,720,720,720,720,590,720,720,880,880,720,720,720
"гороскоп белновости",1100,1000,800,770,"Anywhere","",0,"",-59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2900,2400,2900,2900,2900,2900,2900,2900,2400,2400,2400,2900,2900,2400,2400,2400,1900,1900,1900,1900,1600,1900,1900,1900,1900,2400,2400,1900,2400,2400,2400,2400,1900,1900,1900,1600,1600,1600,1600,1600,1300,1000,880,880,720,880,720,720
